img,title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/7175532ccc.jpg,Tiger Woods PGA Tour 2002,PS2,Sports,EA Sports,EA Sports,,0.9,0.44,,0.35,0.12,2002-02-24,
/games/boxart/206111ccc.jpg,Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.11,0.26,0.08,2008-02-12,
/games/boxart/5004664ccc.jpg,X-Men Legends,XB,Role-Playing,Activision,Raven Software,8.2,0.9,0.62,,0.24,0.04,2004-09-21,
/games/boxart/full_homefront_34AmericaFront.jpg,Homefront,PS3,Shooter,THQ,Kaos Studios,6.6,0.9,0.32,0.04,0.4,0.15,2011-03-15,
/games/boxart/full_the-biggest-loser-ultimate-workout_9AmericaFront.jpg,The Biggest Loser: Ultimate Workout,X360,Sports,THQ,Blitz Games,8,0.9,0.73,,0.1,0.07,2010-11-02,
/games/boxart/full_9144186AmericaFrontccc.png,James Cameron's Avatar: The Game,PS3,Action,Ubisoft,Ubisoft Montreal,5.8,0.9,0.32,,0.43,0.15,2009-12-01,
/games/boxart/7822979ccc.jpg,Sonic Heroes,XB,Platform,Sega,Sonic Team,,0.9,0.41,0.01,0.43,0.05,2004-01-27,
/games/boxart/full_5305540AmericaFrontccc.jpg,LEGO Indiana Jones 2: The Adventure Continues,PS3,Adventure,LucasArts,Traveller's Tales,,0.9,0.47,,0.3,0.13,2009-11-17,
/games/boxart/full_8237638AmericaFrontccc.jpg,Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8,0.9,0.27,0.05,0.36,0.22,2009-03-17,
/games/boxart/full_2715649AmericaFrontccc.jpg,Far Cry 4,X360,Shooter,Ubisoft,Ubisoft Montreal,,0.9,0.45,,0.37,0.08,2014-11-18,2018-01-23
/games/boxart/5434308ccc.jpg,Burnout Revenge,PS2,Racing,Electronic Arts,Criterion Games,9,0.9,0.75,,0.03,0.12,2005-09-13,
/games/boxart/2012155ccc.jpg,3Xtreme,PS,Action,989 Studios,Unknown,2.9,0.9,0.5,,0.34,0.06,1999-03-31,
/games/boxart/full_4228484AmericaFrontccc.jpg,Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.01,0.03,0.12,2007-05-04,
/games/boxart/full_cars-2-the-video-game_768AmericaFront.jpg,Cars 2,Wii,Racing,Disney Interactive Studios,Avalanche Software,8,0.9,0.43,,0.38,0.1,2011-06-21,
/games/boxart/full_2936834AmericaFrontccc.jpg,James Bond 007: Agent Under Fire,XB,Shooter,Electronic Arts,EA Redwood Shores,,0.9,0.65,,0.22,0.03,2002-03-26,
/games/boxart/full_8843320AmericaFrontccc.jpg,Buzz! Master Quiz,PSP,Misc,Sony Computer Entertainment,Relentless Software,7,0.9,0.22,,0.44,0.24,2008-09-23,
/games/boxart/full_367202AmericaFrontccc.jpg,DJ Hero,PS3,Misc,Activision,FreeStyleGames,8.5,0.9,0.42,,0.34,0.15,2009-10-27,
/games/boxart/full_mini-yonku-shining-scorpion-lets-ampamp-go_70JapanFront.jpg,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,Racing,ASCII Entertainment,KID Corporation,,0.9,,0.9,,,1996-12-20,
/games/boxart/full_3358961AmericaFrontccc.jpg,Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,Guerrilla Games,7.8,0.9,0.44,,0.28,0.19,2006-10-31,
/games/boxart/full_6542139AmericaFrontccc.jpg,Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,Electronic Arts,,0.9,0.44,,0.34,0.11,2003-10-28,
/games/boxart/full_6133105AmericaFrontccc.jpg,NBA Live 2005,XB,Sports,EA Sports,EA Canada,,0.9,0.81,,0.05,0.04,2004-09-28,
/games/boxart/2652810ccc.jpg,Madden NFL 99,N64,Sports,EA Sports,EA Tiburon,,0.9,0.84,,0.05,0.01,1998-09-01,
/games/boxart/1511429ccc.jpg,Hot Shots Tennis,PS2,Sports,Sony Computer Entertainment,Clap Hanz,,0.9,0.17,0.55,0.13,0.05,2007-07-17,
/games/boxart/9646178ccc.jpg,MLB 2005,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.9,0.44,,0.35,0.12,2004-03-16,
/games/boxart/full_2609971AmericaFrontccc.jpg,TouchMaster 2,DS,Puzzle,Midway Games,Midway Studios San Diego,,0.89,0.3,,0.49,0.1,2008-10-21,
/games/boxart/full_4015861AmericaFrontccc.jpg,God of War Saga,PS3,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,0.89,0.74,,,0.15,2012-08-28,2018-12-03
/games/boxart/1376740ccc.jpg,Finding Nemo,GC,Action,THQ,Traveller's Tales,,0.89,0.69,,0.18,0.02,2003-05-12,
/games/boxart/full_resident-evil-revelations_61AmericaFront.jpg,Resident Evil: Revelations,3DS,Action,Capcom,Capcom,7.8,0.89,0.3,0.3,0.23,0.05,2012-02-07,
/games/boxart/full_the-tomb-raider-trilogy_733AmericaFront.jpg,The Tomb Raider Trilogy,PS3,Action,Square Enix,Crystal Dynamics,8.5,0.89,0.27,,0.48,0.14,2011-03-22,
/games/boxart/full_6586030AmericaFrontccc.jpg,Fortnite,PS4,Action,Gearbox Software,Epic Games,,0.89,0.42,,0.32,0.15,2017-07-21,2018-06-19
/games/boxart/6229067ccc.jpg,Blitz: The League,PS2,Sports,Midway Games,Midway Games,7.8,0.89,0.74,,0.03,0.12,2005-10-17,
/games/boxart/full_211147JapanFrontccc.jpg,Pokémon Card GB2: GRdan Sanjou,GB,Strategy,Nintendo,Hudson Soft,,0.89,,0.89,,,2001-03-28,
/games/boxart/full_9362694AmericaFrontccc.jpg,Pure,PS3,Racing,Disney Interactive Studios,Black Rock Studio,7,0.89,0.42,0,0.33,0.14,2008-09-16,
/games/boxart/full_2230343AmericaFrontccc.jpg,NFL 2K2,PS2,Sports,Sega,Visual Concepts,,0.89,0.44,,0.34,0.11,2001-11-19,
/games/boxart/full_fifa-soccer-09-all-play_3AmericaFront.jpg,FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,EA Canada,,0.89,0.28,0,0.52,0.09,2008-10-28,
/games/boxart/full_555243AmericaFrontccc.jpg,MLB 2001,PS,Sports,Sony Computer Entertainment,989 Sports,,0.89,0.49,,0.34,0.06,2000-02-29,
/games/boxart/full_csi-hard-evidence_4AmericaFront.jpg,CSI: Hard Evidence,Wii,Adventure,Ubisoft,Telltale Games,,0.89,0.36,,0.43,0.1,2008-01-15,
/games/boxart/full_5409259AmericaFrontccc.jpg,Samba De Amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.01,0.37,0.09,2008-09-23,
/games/boxart/full_2698392PALFrontccc.jpg,SingStar Anthems,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,,0.89,,,0.68,0.2,2006-08-04,
/games/boxart/full_9328037AmericaFrontccc.jpg,Minecraft: Story Mode,PS3,Adventure,Mojang,Telltale Games,,0.89,0.32,,0.43,0.15,2015-10-27,2018-01-13
/games/boxart/1894013ccc.jpg,Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,Nintendo,,0.89,0.46,0.24,0.17,0.02,2004-06-02,
/games/boxart/full_tiger-woods-pga-tour-12-the-masters_996AmericaFront.jpg,Tiger Woods PGA Tour 12: The Masters,PS3,Sports,EA Sports,EA Tiburon,,0.89,0.52,,0.25,0.11,2011-03-29,
/games/boxart/full_rhythm-heaven_531AmericaFront.jpg,Rhythm Heaven Fever,Wii,Music,Nintendo,Nintendo / TNX,,0.89,0.11,0.77,,0.01,2012-02-13,2018-05-31
/games/boxart/4074428ccc.jpg,Tiger Woods PGA Tour 06,PS2,Sports,EA Sports,EA Sports,,0.89,0.74,,0.03,0.12,2005-09-20,
/games/boxart/7758215ccc.jpg,Call of Duty: World at War,DS,Shooter,Activision,n-Space,7.4,0.89,0.56,,0.25,0.08,2008-11-10,
/games/boxart/full_9804598AmericaFrontccc.jpg,Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.3,0.16,0.02,2005-05-23,
/games/boxart/full_1003861AmericaFrontccc.jpg,Injustice 2,XOne,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,0.89,0.65,,0.16,0.09,2017-05-16,2018-01-06
/games/boxart/full_dissidia-012-duodecim-final-fantasy_821AmericaFront.jpg,Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,2011-03-22,
/games/boxart/5272705ccc.gif,Madagascar,GBA,Platform,Activision,Vicarious Visions,5.5,0.89,0.62,,0.24,0.03,2005-05-23,
/games/boxart/1046553ccc.jpg,The Simpsons Game,PS3,Platform,Electronic Arts,EA Redwood Shores,7.5,0.89,0.38,,0.36,0.14,2007-10-30,
/games/boxart/full_4917983AmericaFrontccc.jpg,Ni no Kuni II: Revenant Kingdom,PS4,Role-Playing,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.12,0.31,0.13,2018-03-23,2018-02-28
/games/boxart/full_1009979AmericaFrontccc.jpg,Fossil Fighters,DS,Role-Playing,Nintendo,RED Entertainment,6.9,0.89,0.83,,,0.06,2009-08-10,
/games/boxart/full_3626219JapanFrontccc.jpg,Seiken Densetsu 3,SNES,Role-Playing,Square,SquareSoft,,0.89,,0.89,,0,1995-09-30,
/games/boxart/full_461917PALFrontccc.jpg,Assassin's Creed III,PC,Action-Adventure,Ubisoft,Ubisoft Montreal,8.6,0.89,0.28,,0.54,0.07,2012-11-20,2018-04-12
/games/boxart/full_1782833AmericaFrontccc.jpg,ESPN NHL 2K5,PS2,Sports,Sega,Kush Games,,0.88,0.43,,0.33,0.11,2004-08-30,
/games/boxart/full_9662628AmericaFrontccc.jpg,Star Wars: The Force Unleashed,DS,Action,LucasArts,n-Space,,0.88,0.5,0,0.29,0.09,2008-09-16,
/games/boxart/full_1626718AmericaFrontccc.jpg,Buzz! Quiz TV,PS3,Misc,Sony Computer Entertainment,Relentless Software,7.9,0.88,0.28,,0.47,0.13,2008-09-23,
/games/boxart/full_9602412AmericaFrontccc.jpg,Buzz! The Mega Quiz,PS2,Misc,Sony Computer Entertainment,Relentless Software,,0.88,0.32,,0.06,0.5,2007-10-30,
/games/boxart/full_wwe-smackdown-vs-raw-2011_10AmericaFront.jpg,WWE SmackDown vs. Raw 2011,X360,Fighting,THQ,JAKKS Pacific,7.1,0.88,0.44,0,0.35,0.08,2010-10-26,
/games/boxart/full_the-lord-of-the-rings-war-in-the-north_878AmericaFront.jpg,The Lord of the Rings: War in the North,X360,Role-Playing,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0,0.24,0.08,2011-11-01,
/games/boxart/full_rock-band-3_7AmericaFront.jpg,Rock Band 3,X360,Misc,MTV Games,Harmonix Music Systems,9.4,0.88,0.73,,0.09,0.06,2010-10-26,
/games/boxart/4376889ccc.jpg,NBA 2K6,PS2,Action,2K Sports,Unknown,,0.88,0.43,,0.34,0.11,2005-09-26,
/games/boxart/full_7163281AmericaFrontccc.jpg,Mega Man 8 Anniversary Collector's Edition,PS,Platform,Capcom,Capcom,,0.88,0.44,0.09,0.3,0.06,1997-02-28,
/games/boxart/full_6728851AmericaFrontccc.jpg,LEGO Harry Potter Collection,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.88,0.07,,0.68,0.13,2016-10-18,2018-05-23
/games/boxart/9694669ccc.jpg,Monster 4x4: World Circuit,Wii,Racing,Ubisoft,Ubisoft Montreal,,0.88,0.8,0.01,0,0.07,2006-11-19,
/games/boxart/full_4069943AmericaFrontccc.jpg,LittleBigPlanet Karting,PS3,Racing,Sony Computer Entertainment,United Front Games,,0.88,0.42,0.01,0.31,0.14,2012-11-06,2018-01-12
/games/boxart/full_2786110AmericaFrontccc.jpg,F1 2009,Wii,Racing,Codemasters,Sumo Digital,6.8,0.88,0.15,,0.62,0.11,2009-11-17,
/games/boxart/full_732552AmericaFrontccc.jpg,Call of Juarez: Bound in Blood,PS3,Shooter,Ubisoft,Techland,7.7,0.88,0.35,0.01,0.38,0.15,2009-06-30,
/games/boxart/full_f1-2010_3AmericaFront.jpg,F1 2010,X360,Racing,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.01,0.59,0.1,2010-09-21,
/games/boxart/full_6307299AmericaFrontccc.jpg,Star Wars: Rebel Assault II - The Hidden Empire,PS,Shooter,LucasArts,Factor 5,,0.88,0.49,,0.33,0.06,1996-11-30,
/games/boxart/full_4227124AmericaFrontccc.jpg,Call of Duty: Modern Warfare 2,PC,Shooter,Activision,Infinity Ward,9,0.88,0.01,,0.79,0.08,2009-11-10,
/games/boxart/full_7366657AmericaFrontccc.jpg,Madden NFL 08,Wii,Sports,EA Sports,EA Tiburon,,0.88,0.8,,0,0.07,2007-08-14,
/games/boxart/full_7753612AmericaFrontccc.jpg,Sonic Chronicles: The Dark Brotherhood,DS,Role-Playing,Sega,BioWare Corp.,7.3,0.88,0.5,0.01,0.29,0.08,2008-09-30,
/games/boxart/7103636ccc.jpg,Enduro,2600,Racing,Activision,Activision,,0.87,0.81,,0.05,0.01,1983-01-01,
/games/boxart/full_2908809AmericaFrontccc.jpg,Wizards of Waverly Place,DS,Misc,Disney Interactive Studios,"Black Lantern Studios, Inc.",,0.87,0.59,,0.2,0.08,2009-08-25,
/games/boxart/full_1460309AmericaFrontccc.jpg,The Evil Within,PS3,Misc,Bethesda Softworks,Tango Gameworks,,0.87,0.27,0.13,0.35,0.12,2014-10-14,2018-03-13
/games/boxart/4559675ccc.jpg,Vagrant Story,PS,Role-Playing,Square EA,SquareSoft,9.3,0.87,0.3,0.3,0.2,0.06,2000-05-15,
/games/boxart/full_8021398AmericaFrontccc.jpg,Kingdom Hearts Re: Chain of Memories,PS2,Role-Playing,Square Enix,Jupiter Corporation,7.2,0.87,0.73,,0.03,0.12,2008-12-02,
/games/boxart/full_9794831AmericaFrontccc.jpg,Kingdoms of Amalur: Reckoning,X360,Role-Playing,Electronic Arts,38 Studios,,0.87,0.55,0.01,0.24,0.07,2012-02-07,
/games/boxart/full_3508041AmericaFrontccc.jpg,SingStar '90s,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,,0.87,0.1,,0.59,0.18,2008-03-18,
/games/boxart/8362220ccc.jpg,Fight Night Round 2,PS2,Fighting,EA Sports,EA Sports,,0.87,0.72,,0.03,0.12,2005-02-28,
/games/boxart/full_3854886AmericaFrontccc.jpg,Ghostbusters: The Video Game,Wii,Action,Atari,Red Fly Studio,7.6,0.87,0.59,,0.21,0.07,2009-06-16,
/games/boxart/full_5736681AmericaFrontccc.jpg,For Honor,XOne,Action,Ubisoft,Ubisoft Montreal,,0.87,0.57,,0.21,0.08,2017-02-14,2018-01-05
/games/boxart/full_final-fantasy-xiv_6AmericaFront.jpg,Final Fantasy XIV Online,PS3,MMO,Square Enix,Square Enix,,0.87,0.39,0.28,0.09,0.11,2013-08-27,2018-04-22
/games/boxart/full_769134AmericaFrontccc.png,Mario Party: Star Rush,3DS,Party,Nintendo,"Nd Cube Co., Ltd.",6.2,0.87,0.25,0.2,0.37,0.05,2016-11-04,2018-11-19
/games/boxart/full_5117959AmericaFrontccc.jpg,LEGO Dimensions,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.87,0.49,,0.31,0.08,2015-09-27,2018-03-19
/games/boxart/full_5802129AmericaFrontccc.jpg,Grand Theft Auto IV,PC,Action,Rockstar Games,Rockstar Toronto,9.2,0.87,0.01,,0.8,0.06,2008-12-02,
/games/boxart/537599ccc.jpg,Warriors Orochi,PS2,Action,KOEI,Omega Force,,0.87,0.11,0.64,0.09,0.03,2007-09-18,
/games/boxart/full_8851319AmericaFrontccc.jpg,Gex,PS,Platform,Crystal Dynamics,Crystal Dynamics,,0.87,0.49,,0.33,0.06,1995-12-13,
/games/boxart/8238124ccc.jpg,Mercenaries 2: World in Flames,PS3,Shooter,Electronic Arts,Pandemic Studios,6,0.87,0.29,0.02,0.4,0.16,2008-08-31,
/games/boxart/full_3965132AmericaFrontccc.jpg,Red Faction: Guerrilla,X360,Shooter,THQ,Volition Inc.,8.4,0.87,0.48,0.01,0.29,0.09,2009-06-02,
/games/boxart/3225776ccc.jpg,DiRT,X360,Racing,Codemasters,Codemasters,8.4,0.87,0.38,,0.4,0.09,2007-06-19,
/games/boxart/full_5153610AmericaFrontccc.jpg,Endless Ocean: Blue World,Wii,Simulation,Nintendo,Arika,7.6,0.87,0.46,0.12,0.22,0.06,2010-02-22,
/games/boxart/full_3063369PALFrontccc.jpg,Peppa Pig: The Game,DS,Misc,Pinnacle,Asylum Entertainment,,0.87,,,0.81,0.06,2008-11-28,
/games/boxart/full_michael-jackson-the-experience_9AmericaFront.jpg,Michael Jackson: The Experience,X360,Misc,Ubisoft,Ubisoft Montreal,5.6,0.87,0.62,0,0.18,0.07,2011-04-12,
/games/boxart/full_4767252AmericaFrontccc.jpg,Minecraft: Story Mode,PS4,Adventure,Mojang,Telltale Games,,0.87,0.31,,0.42,0.14,2015-10-27,2018-01-13
/games/boxart/full_7079367AmericaFrontccc.jpg,Triple Play 2002,PS2,Sports,EA Sports,Pandemic Studios,,0.87,0.43,,0.33,0.11,2002-03-11,
/games/boxart/9182498ccc.jpg,Conflict: Desert Storm,XB,Shooter,Gotham Games,Pivotal Games,,0.87,0.48,,0.37,0.02,2002-09-30,
/games/boxart/6908817ccc.jpg,Brothers In Arms: Hell's Highway,X360,Shooter,Ubisoft,Gearbox Software,7.6,0.87,0.47,0,0.3,0.09,2008-09-23,
/games/boxart/5535146ccc.jpg,NHL 2000,PS,Sports,EA Sports,EA Canada,,0.87,0.48,,0.33,0.06,1999-09-30,
/games/boxart/1868825ccc.gif,Spec Ops: Ranger Elite,PS,Shooter,Take-Two Interactive,Runecraft,,0.87,0.49,,0.33,0.06,2001-04-29,
/games/boxart/full_1543266AmericaFrontccc.jpg,Need for Speed: V-Rally,PS,Racing,Electronic Arts,Infogrames,,0.87,0.43,0.09,0.29,0.06,1997-09-30,
/games/boxart/full_4828966AmericaFrontccc.jpg,GRID,X360,Racing,Codemasters,Codemasters,8.7,0.87,0.33,0.01,0.44,0.09,2008-06-03,
/games/boxart/4314655ccc.jpg,Tom Clancy's Ghost Recon: Island Thunder,XB,Shooter,Ubisoft,Red Storm Entertainment,,0.87,0.61,,0.24,0.03,2003-08-06,
/games/boxart/4553411ccc.jpg,Metal Gear Ac!d,PSP,Strategy,Konami,Konami,7.4,0.87,0.32,0.12,0.26,0.17,2005-03-22,
/games/boxart/full_8756284JapanFrontccc.jpg,Derby Stallion II,SNES,Sports,ASCII Entertainment,ASCII Entertainment,,0.87,,0.87,,0,1994-02-18,
/games/boxart/full_6749713AmericaFrontccc.jpg,Tony Hawk's Project 8,PS2,Sports,Activision,Shaba Games,6.6,0.87,0.72,,0.03,0.12,2006-11-07,
/games/boxart/full_1523082AmericaFrontccc.jpg,Sleeping Dogs,X360,Action-Adventure,Square Enix,United Front Games,7.9,0.87,0.38,0.01,0.4,0.08,2012-08-14,2018-03-07
/games/boxart/full_8885459AmericaFrontccc.jpg,Paper Mario: Color Splash,WiiU,Action-Adventure,Nintendo,Intelligent Systems,7.4,0.87,0.35,0.08,0.37,0.06,2016-10-07,2018-03-31
/games/boxart/461570ccc.jpg,Crimson Skies: High Road to Revenge,XB,Simulation,Microsoft Game Studios,FASA Studio,,0.87,0.65,,0.19,0.03,2003-10-21,2018-09-25
/games/boxart/full_3588933AmericaFrontccc.jpg,Cooking Mama: World Kitchen,Wii,Simulation,Majesco,Cooking Mama Limited,,0.87,0.51,0.01,0.27,0.08,2008-11-18,
/games/boxart/full_6805319AmericaFrontccc.jpg,Super Bomberman R,NS,Puzzle,Konami Digital Entertainment,HexaDrive,6.3,0.87,0.31,0.19,0.32,0.06,2017-03-03,2018-03-24
/games/boxart/full_967370AmericaFrontccc.jpg,Wii Fit U,WiiU,Misc,Nintendo,Nintendo,7.2,0.86,0.35,0.21,0.24,0.06,2014-01-10,2018-01-27
/games/boxart/full_guitar-hero-warriors-of-rock_2AmericaFront.jpg,Guitar Hero: Warriors of Rock,X360,Misc,Activision,Neversoft Entertainment,7.1,0.86,0.47,,0.31,0.07,2010-09-28,
/games/boxart/9266970ccc.jpg,Lemmings,PSP,Puzzle,Sony Computer Entertainment,Team17 Software,7.3,0.86,0.12,,0.52,0.23,2006-05-23,
/games/boxart/full_3377279AmericaFrontccc.jpg,Madden Football 64,N64,Sports,EA Sports,EA Tiburon,,0.86,0.81,,0.04,0.01,1997-10-31,
/games/boxart/full_golds-gym-dance-workout_4AmericaFront.jpg,Gold's Gym: Dance Workout,Wii,Sports,Ubisoft,Land Ho!,,0.86,0.69,0,0.1,0.07,2010-08-17,
/games/boxart/full_9076812AmericaFrontccc.png,Ford Racing,PS,Racing,Empire Interactive,2K Games,,0.86,0.48,,0.33,0.06,2001-03-06,
/games/boxart/full_9265303AmericaFrontccc.jpg,Dishonored 2,XOne,Action,Bethesda Softworks,Arkane Studios,,0.86,0.47,,0.31,0.08,2016-11-10,2019-07-16
/games/boxart/full_3255976AmericaFrontccc.jpg,Winning Eleven: Pro Evolution Soccer 2007,PSP,Sports,Konami,Konami Computer Entertainment Tokyo,8.2,0.86,0.01,0.12,0.72,0.01,2007-02-06,
/games/boxart/3041085ccc.jpg,Beijing 2008,PS3,Sports,Sega,Eurocom Entertainment Software,,0.86,0.14,0.01,0.54,0.17,2008-07-08,
/games/boxart/2050429ccc.jpg,MLB 99,PS,Sports,Sony Computer Entertainment,Sony Interactive Studios America,,0.86,0.48,,0.32,0.06,1998-03-31,
/games/boxart/full_pictionary_3AmericaFront.jpg,Pictionary,Wii,Misc,THQ,"Page 44 Studios, LLC",,0.86,0.6,,0.19,0.07,2010-11-14,
/games/boxart/full_1805561AmericaFrontccc.jpg,Dynasty Warriors 4: Xtreme Legends,PS2,Action,KOEI,Omega Force,,0.86,0.17,0.51,0.13,0.04,2003-11-04,
/games/boxart/full_7852011AmericaFrontccc.jpg,LEGO Batman 2: DC Super Heroes,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.86,0.42,,0.37,0.07,2012-06-26,2019-01-02
/games/boxart/full_9058547AmericaFrontccc.jpg,Plants vs. Zombies: Garden Warfare 2,XOne,Shooter,Electronic Arts,PopCap Games,,0.86,0.47,,0.32,0.08,2016-02-23,2018-05-23
/games/boxart/full_8042351AmericaFrontccc.png,BioShock: The Collection,PS4,Shooter,2K Games,"Blind Squirrel Digital, Inc",,0.86,0.41,0.03,0.28,0.14,2016-09-13,2018-04-26
/games/boxart/full_6648170AmericaFrontccc.jpg,Final Fantasy X / X-2 HD Remaster,PSV,Role-Playing,Square Enix,Square Enix,,0.86,0.16,0.28,0.29,0.13,2014-03-18,2019-03-22
/games/boxart/1430640ccc.jpg,Rocky,PS2,Fighting,Ubisoft,Rage Software,,0.86,0.42,,0.33,0.11,2002-11-18,
/games/boxart/full_7582349AmericaFrontccc.jpg,Farming Simulator 17,PS4,Simulation,Focus Home Interactive,Giants Software,,0.85,0.19,0.01,0.52,0.13,2016-10-25,2018-04-06
/games/boxart/full_2673242AmericaFrontccc.jpg,LEGO Jurassic World,3DS,Action,Warner Bros. Interactive Entertainment,TT Fusion,,0.85,0.35,0.04,0.39,0.07,2015-06-12,2018-04-06
/games/boxart/full_1649665AmericaFrontccc.jpg,Kingdoms of Amalur: Reckoning,PS3,Role-Playing,Electronic Arts,38 Studios,,0.85,0.37,0.09,0.29,0.1,2012-02-07,
/games/boxart/8141419ccc.gif,FIFA Soccer 08,DS,Sports,EA Sports,EA Canada,,0.85,0.1,,0.65,0.11,2007-10-09,
/games/boxart/full_2282951AmericaFrontccc.jpg,Darksiders II,PS3,Action-Adventure,THQ,Vigil Games,8.3,0.85,0.35,0.01,0.37,0.13,2012-08-14,2018-03-14
/games/boxart/2140433ccc.jpg,Ratatouille,PS2,Platform,THQ,Asobo Studio,6,0.85,0.31,,0,0.53,2007-06-26,
/games/boxart/5554177ccc.jpg,Dragon Ball Z: Burst Limit,PS3,Fighting,Atari,Dimps Corporation,7.3,0.85,0.22,0.18,0.34,0.12,2008-06-10,
/games/boxart/full_ncaa-football-11_9AmericaFront.jpg,NCAA Football 11,PS3,Sports,EA Sports,EA Tiburon,8.5,0.85,0.79,,,0.06,2010-07-13,
/games/boxart/3428182ccc.jpg,Castlevania III: Dracula's Curse,NES,Platform,Konami,Konami,,0.85,0.4,0.37,0.07,0.01,1990-10-01,
/games/boxart/full_7727169AmericaFrontccc.jpg,Street Fighter Alpha 2,PS,Fighting,Capcom,Capcom,8.2,0.85,0.14,0.57,0.09,0.06,1996-09-30,
/games/boxart/1933047ccc.jpg,Burnout 2: Point of Impact,PS2,Racing,Acclaim Entertainment,Criterion Games,,0.85,0.42,,0.32,0.11,2002-09-30,
/games/boxart/3007854ccc.jpg,Burnout Legends,PSP,Racing,Electronic Arts,Criterion Games,8.4,0.85,0.7,,0.06,0.09,2005-09-13,
/games/boxart/8679703ccc.jpg,Street Fighter EX3,PS2,Fighting,Capcom,Arika,,0.85,0.32,0.2,0.25,0.08,2000-10-24,
/games/boxart/full_3988878AmericaFrontccc.jpg,Tomb Raider: Anniversary,Wii,Action,Eidos Interactive,Crystal Dynamics,6.8,0.85,0.12,,0.63,0.11,2007-11-13,
/games/boxart/full_2944762AmericaFrontccc.jpg,2010 FIFA World Cup South Africa,X360,Sports,EA Sports,EA Canada,8.4,0.85,0.32,0.02,0.42,0.09,2010-04-27,
/games/boxart/710228ccc.jpg,NBA 2K8,X360,Sports,2K Sports,Visual Concepts,,0.85,0.79,,0,0.07,2007-10-02,
/games/boxart/2832276ccc.jpg,Tiger Woods PGA Tour 2005,XB,Sports,EA Sports,EA Redwood Shores,,0.85,0.64,,0.18,0.03,2004-09-20,
/games/boxart/5190639ccc.jpg,Rampage World Tour,PS,Action,Midway Games,Game Refuge,,0.85,0.47,,0.32,0.06,1997-09-30,
/games/boxart/9015753ccc.jpg,Army Men: Air Attack,PS,Action,3DO,3DO,,0.85,0.47,,0.32,0.06,1999-11-02,
/games/boxart/full_8659983AmericaFrontccc.jpg,Thief,PS4,Action,Square Enix,Eidos Montreal,,0.85,0.28,0.03,0.41,0.13,2014-02-25,2018-01-04
/games/boxart/full_4189490AmericaFrontccc.jpg,Ninja Gaiden Sigma 2,PS3,Action,Tecmo Koei,Team Ninja,8.5,0.85,0.52,0.08,0.16,0.1,2009-09-29,
/games/boxart/full_1479885AmericaFrontccc.jpg,Disney Infinity 3.0,PS4,Action,Disney Interactive Studios,Avalanche Software,,0.85,0.31,,0.4,0.14,2015-08-30,2018-03-20
/games/boxart/full_3446091AmericaFrontccc.jpg,The Legendary Starfy,DS,Platform,Nintendo,TOSE Software,7.1,0.85,0.6,0.2,,0.05,2009-06-08,
/games/boxart/full_6130454AmericaFrontccc.jpg,The House of the Dead: Overkill,Wii,Shooter,Sega,Headstrong Games,7.9,0.85,0.44,0.02,0.3,0.09,2009-02-10,
/games/boxart/full_4015554AmericaFrontccc.jpg,Army of Two: The 40th Day,PS3,Shooter,Electronic Arts,EA Montreal,7.1,0.85,0.44,0.01,0.27,0.13,2010-01-12,
/games/boxart/full_9225300AmericaFrontccc.jpg,Until Dawn: Rush of Blood,PS4,Shooter,Sony Interactive Entertainment,Supermassive Games Ltd.,,0.85,0.5,,0.21,0.15,2016-10-13,2018-09-24
/games/boxart/66056ccc.jpg,Metroid: Zero Mission,GBA,Adventure,Nintendo,Nintendo R&D1,8.9,0.84,0.6,,0.22,0.01,2004-02-09,
